{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.2608324350173996 + 0.*I, 0.24358739754180017 + 0.*I, 0.25043465473719717 + 0.*I, 0.07642451022020769 + 0.*I, 0.14928342224300728 + 0.*I, 0.03738705215179383 + 0.*I, 0.004281707575803929 + 0.*I, 0.0002895025718041566 + 0.*I, 0.000012931126791571048 + 0.*I, 6.249041950567857*^-7 + 0.*I, 4.781818585541942*^-6 + 0.*I, 6.3932500182772856*^-6 + 0.*I, 0.000010612599399273392 + 0.*I, 5.228315780314574*^-7 + 0.*I, 7.270819590843303*^-6 + 0.*I, 3.157105998852216*^-6 + 0.*I, 1.5877172021561137*^-6 + 0.*I, 2.3107140645350912*^-7 + 0.*I, 1.7552204134574367*^-8 + 0.*I, 8.385958594203657*^-10 + 0.*I, 2.879918525877656*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.2548602511190046 + 0.*I, 0.2368402085797916 + 0.*I, 0.24521222592741587 + 0.*I, 0.06929021625561305 + 0.*I, 0.15044631350920049 + 0.*I, 0.03865240343259302 + 0.*I, 0.004517380846214004 + 0.*I, 0.0003111765401797584 + 0.*I, 0.00001414967880641882 + 0.*I, 6.510054051389602*^-7 + 0.*I, 5.000655201037319*^-6 + 0.*I, 6.3918830006670655*^-6 + 0.*I, 0.00001107333100769381 + 0.*I, 9.008346069094841*^-7 + 0.*I, 7.587196404479357*^-6 + 0.*I, 3.1602614081194247*^-6 + 0.*I, 1.6603514119140075*^-6 + 0.*I, 2.4723698643924763*^-7 + 0.*I, 1.914999270269391*^-8 + 0.*I, 9.31588139962969*^-10 + 0.*I, 3.2396307858562074*^-11 + 0.*I, 1.7985612998927538*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.2487374766593886 + 0.*I, 0.22974650895120077 + 0.*I, 0.2397102805377971 + 0.*I, 0.06212548094000071 + 0.*I, 0.15152424073718862 + 0.*I, 0.03993815518501531 + 0.*I, 0.004762981446604365 + 0.*I, 0.0003342239875969711 + 0.*I, 0.00001546972361321508 + 0.*I, 6.764509841161727*^-7 + 0.*I, 5.22524259416457*^-6 + 0.*I, 6.377570005433598*^-6 + 0.*I, 0.000011535461208467268 + 0.*I, 1.2858433873219612*^-6 + 0.*I, 7.904444188078232*^-6 + 0.*I, 3.157399808273454*^-6 + 0.*I, 1.7349284009426924*^-6 + 0.*I, 2.6432001032361546*^-7 + 0.*I, 2.0874990624975*^-8 + 0.*I, 1.034194951898826*^-9 + 0.*I, 3.6592950891645166*^-11 + 0.*I, 1.998401444325282*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.24246892078521043 + 0.*I, 0.22231751516339493 + 0.*I, 0.23394065564779076 + 0.*I, 0.05493834827920985 + 0.*I, 0.1525148304795998 + 0.*I, 0.04124373098219891 + 0.*I, 0.00501876726559658 + 0.*I, 0.0003587147680006453 + 0.*I, 0.000016898563792722143 + 0.*I, 7.009683944403378*^-7 + 0.*I, 5.45548000108198*^-6 + 0.*I, 6.349685199857903*^-6 + 0.*I, 0.000011998168591986769 + 0.*I, 1.6771853905694913*^-6 + 0.*I, 8.221994196588867*^-6 + 0.*I, 3.148231986216388*^-6 + 0.*I, 1.8114223898635375*^-6 + 0.*I, 2.823574041244115*^-7 + 0.*I, 2.273499166705051*^-8 + 0.*I, 1.1465939309118767*^-9 + 0.*I, 4.121147867408581*^-11 + 0.*I, 2.19824158875781*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.23605951755578672 + 0.*I, 0.21456473016758795 + 0.*I, 0.22791541088540423 + 0.*I, 0.04773688511621189 + 0.*I, 0.15341578524139535 + 0.*I, 0.04256851436201803 + 0.*I, 0.005284995450183239 + 0.*I, 0.000384721255408671 + 0.*I, 0.000018443937599421645 + 0.*I, 7.242528132778149*^-7 + 0.*I, 5.691249405082033*^-6 + 0.*I, 6.307604194510931*^-6 + 0.*I, 0.000012460606590991576 + 0.*I, 2.074156602027699*^-6 + 0.*I, 8.539260609730093*^-6 + 0.*I, 3.132471193545428*^-6 + 0.*I, 1.8898026032942996*^-6 + 0.*I, 3.0138780360289275*^-7 + 0.*I, 2.4739010839880396*^-8 + 0.*I, 1.2703837981575816*^-9 + 0.*I, 4.6207482284899015*^-11 + 0.*I, 2.5979218776228663*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I, 1.3988810110276974*^-12 + 0.*I}
{0.22951432053259782 + 0.*I, 0.2064999290434022 + 0.*I, 0.22164681214720264 + 0.*I, 0.04052917027539405 + 0.*I, 0.1542248874186081 + 0.*I, 0.043911848708799724 + 0.*I, 0.005561922016394938 + 0.*I, 0.0004123183803939057 + 0.*I, 0.000020114041388019643 + 0.*I, 7.459628026396105*^-7 + 0.*I, 5.932412805442767*^-6 + 0.*I, 6.250705397725654*^-6 + 0.*I, 0.000012921903813634117 + 0.*I, 2.4760199890394574*^-6 + 0.*I, 8.855640798444144*^-6 + 0.*I, 3.109831592240653*^-6 + 0.*I, 1.9700318043547327*^-6 + 0.*I, 3.214494004311064*^-7 + 0.*I, 2.6896196381187568*^-8 + 0.*I, 1.4056089625569259*^-9 + 0.*I, 5.160316618457728*^-11 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.22283849726278948 + 0.*I, 0.19813514444499974 + 0.*I, 0.21514731515179797 + 0.*I, 0.03332328369900495 + 0.*I, 0.1549400031476189 + 0.*I, 0.0452730371891974 + 0.*I, 0.00584980144759939 + 0.*I, 0.0004415836631910253 + 0.*I, 0.000021917547798899765 + 0.*I, 7.657205980393655*^-7 + 0.*I, 6.178812017587632*^-6 + 0.*I, 6.178371614318224*^-6 + 0.*I, 0.000013381165198111946 + 0.*I, 2.8820103858961947*^-6 + 0.*I, 9.170515791190326*^-6 + 0.*I, 3.0800312078582697*^-6 + 0.*I, 2.052069580926741*^-6 + 0.*I, 3.425824068870043*^-7 + 0.*I, 2.9217406272152857*^-8 + 0.*I, 1.5542012121727568*^-9 + 0.*I, 5.819789095085071*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.21603732366279885 + 0.*I, 0.189482651832984 + 0.*I, 0.20842954883679712 + 0.*I, 0.026127295606803713 + 0.*I, 0.15555908606501578 + 0.*I, 0.04665134275279037 + 0.*I, 0.0061488862842074 + 0.*I, 0.00047259724780257534 + 0.*I, 0.000023863630405074335 + 0.*I, 7.831044035455649*^-7 + 0.*I, 6.430266186185918*^-6 + 0.*I, 6.089990201019191*^-6 + 0.*I, 0.000013837474810429741 + 0.*I, 3.291330807897453*^-6 + 0.*I, 9.483253182729358*^-6 + 0.*I, 3.0427894204265726*^-6 + 0.*I, 2.1358661950188207*^-6 + 0.*I, 3.648260138433557*^-7 + 0.*I, 3.171141127467081*^-8 + 0.*I, 1.7166046362149247*^-9 + 0.*I, 6.481482017761665*^-11 + 0.*I, 2.797762022055395*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.2212453270876722*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.2091161783130069 + 0.*I, 0.1805549545047969 + 0.*I, 0.20150629863520123 + 0.*I, 0.01894925567860195 + 0.*I, 0.15608018096480158 + 0.*I, 0.04804598818779482 + 0.*I, 0.006459426698812721 + 0.*I, 0.000505441929199435 + 0.*I, 0.000025961982008659845 + 0.*I, 7.976499905026914*^-7 + 0.*I, 6.686574005598801*^-6 + 0.*I, 5.984956397142582*^-6 + 0.*I, 0.00001428989560015026 + 0.*I, 3.7031572031054343*^-6 + 0.*I, 9.793206201536009*^-6 + 0.*I, 2.9978311832934423*^-6 + 0.*I, 2.221368600174856*^-6 + 0.*I, 3.8822061121379653*^-7 + 0.*I, 3.439020179740738*^-8 + 0.*I, 1.894395751378397*^-9 + 0.*I, 7.280842595491777*^-11 + 0.*I, 2.997602166487923*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I}
{0.20208053666619377 + 0.*I, 0.17136476844701323 + 0.*I, 0.19439048964040587 + 0.*I, 0.011797182286787944 + 0.*I, 0.15650142735359474 + 0.*I, 0.04945615624238897 + 0.*I, 0.006781670062805389 + 0.*I, 0.0005402031798107387 + 0.*I, 0.000028222839199010256 + 0.*I, 8.088439917841584*^-7 + 0.*I, 6.947509811894292*^-6 + 0.*I, 5.862673990719713*^-6 + 0.*I, 0.000014737472198156356 + 0.*I, 4.116638208095936*^-6 + 0.*I, 0.00001009971559717826 + 0.*I, 2.944885202360581*^-6 + 0.*I, 2.308516400262306*^-6 + 0.*I, 4.1280761031714524*^-7 + 0.*I, 3.7264991092911266*^-8 + 0.*I, 2.0887958029902624*^-9 + 0.*I, 8.140155216551648*^-11 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I, 1.1990408665951693*^-12 + 0.*I}
{0.19493596517579095 + 0.*I, 0.16192500702421064 + 0.*I, 0.18709516968780093 + 0.*I, 0.004679051786804501 + 0.*I, 0.15682106289458544 + 0.*I, 0.050880989808388406 + 0.*I, 0.007115860503792427 + 0.*I, 0.000576969174592712 + 0.*I, 0.000030657005800627246 + 0.*I, 8.161213926882738*^-7 + 0.*I, 7.212824204572144*^-6 + 0.*I, 5.72255578479286*^-6 + 0.*I, 0.000015179232581985504 + 0.*I, 4.530896413612595*^-6 + 0.*I, 0.000010402111594309817 + 0.*I, 2.8836856014180516*^-6 + 0.*I, 2.3972428042640104*^-6 + 0.*I, 4.3862760090718217*^-7 + 0.*I, 4.034721445833611*^-8 + 0.*I, 2.3010038319171144*^-9 + 0.*I, 9.099387909827784*^-11 + 0.*I, 3.6193270602780107*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.18768811535618823 + 0.*I, 0.15224876552519806 + 0.*I, 0.17963349237479775 + 0.*I, 0.0023972121172111116 + 0.*I, 0.15703742673180976 + 0.*I, 0.052319592162808355 + 0.*I, 0.007462238449207349 + 0.*I, 0.0006158308093917597 + 0.*I, 0.00003327587401180665 + 0.*I, 8.188625999494548*^-7 + 0.*I, 7.48224380231477*^-6 + 0.*I, 5.564027616422607*^-6 + 0.*I, 0.000015614188408896723 + 0.*I, 4.94503040737726*^-6 + 0.*I, 0.000010699713404171973 + 0.*I, 2.8139727881182353*^-6 + 0.*I, 2.4874744042335806*^-6 + 0.*I, 4.6572159462243695*^-7 + 0.*I, 4.3649395209399706*^-8 + 0.*I, 2.5323965147094896*^-9 + 0.*I, 1.0160761121369434*^-10 + 0.*I, 3.5971225997855076*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.18034271777758185 + 0.*I, 0.14234930558518769 + 0.*I, 0.1720187000388007 + 0.*I, 0.009423748915793341 + 0.*I, 0.15714896269500844 + 0.*I, 0.05377102728041372 + 0.*I, 0.007821040165412187 + 0.*I, 0.0006568817185970134 + 0.*I, 0.000036091450406061654 + 0.*I, 8.163888010059851*^-7 + 0.*I, 7.755469599857179*^-6 + 0.*I, 5.386527601736191*^-6 + 0.*I, 0.000016041338590788712 + 0.*I, 5.358115995335311*^-6 + 0.*I, 0.00001099183140063076 + 0.*I, 2.7354942089274914*^-6 + 0.*I, 2.579131819224756*^-6 + 0.*I, 4.941320019824503*^-7 + 0.*I, 4.718498924916049*^-8 + 0.*I, 2.7847946171277727*^-9 + 0.*I, 1.1359801987964602*^-10 + 0.*I, 3.996802888650564*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.17290557599980438 + 0.*I, 0.13224003950240704 + 0.*I, 0.16426410671639416 + 0.*I, 0.016392771734596856 + 0.*I, 0.15715422237578827 + 0.*I, 0.055234320204999854 + 0.*I, 0.008192497284187363 + 0.*I, 0.0007002182893955933 + 0.*I, 0.00003911638000175799 + 0.*I, 8.079572122454693*^-7 + 0.*I, 8.032175191630131*^-6 + 0.*I, 5.18950920014305*^-6 + 0.*I, 0.00001645967038221841 + 0.*I, 5.769208000216963*^-6 + 0.*I, 0.000011277768807715917 + 0.*I, 2.648005192895653*^-6 + 0.*I, 2.672127785707801*^-6 + 0.*I, 5.239007894175529*^-7 + 0.*I, 5.0967385867295434*^-8 + 0.*I, 3.059996700471857*^-9 + 0.*I, 1.2680967387268538*^-10 + 0.*I, 4.796163466380677*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.1653825604615966 + 0.*I, 0.1219345144682027 + 0.*I, 0.15638308110679233 + 0.*I, 0.023296577655007592 + 0.*I, 0.1570518680694022 + 0.*I, 0.05670845748821929 + 0.*I, 0.008576836324003523 + 0.*I, 0.0007459396716091861 + 0.*I, 0.0000423639717972435 + 0.*I, 7.927577927446806*^-7 + 0.*I, 8.312008192845612*^-6 + 0.*I, 4.9724421913310834*^-6 + 0.*I, 0.00001686816060164631 + 0.*I, 6.177340416968492*^-6 + 0.*I, 0.00001155682298747962 + 0.*I, 2.5512687962248037*^-6 + 0.*I, 2.7663692003798705*^-6 + 0.*I, 5.550689907707352*^-7 + 0.*I, 5.501019639808647*^-8 + 0.*I, 3.3592018056083366*^-9 + 0.*I, 1.415978445606925*^-10 + 0.*I, 5.195843755245733*^-12 + 0.*I, 9.99200722162641*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
