{0. + 0.*I, 0.9999833334165987 + 0.*I, 0.9999833334165987 + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I, 0. + 0.*I}
{0.11611186436841227 + 0.*I, 0.2675193802386122 + 0.*I, 0.11060786462500086 + 0.*I, 0.17996040164460772 + 0.*I, 0.07313812406040122 + 0.*I, 0.10757763608060245 + 0.*I, 0.03396376147040137 + 0.*I, 0.005480895249387886 + 0.*I, 0.0005516651695902652 + 0.*I, 0.000023739722188054205 + 0.*I, 0.00001478352660289062 + 0.*I, 0.00002131024079421451 + 0.*I, 0.000015834618594112726 + 0.*I, 8.753544999962061*^-6 + 0.*I, 9.874177786528548*^-6 + 0.*I, 7.799518608742062*^-6 + 0.*I, 4.334156589180794*^-6 + 0.*I, 2.2660838094878955*^-6 + 0.*I, 4.0712639925999383*^-7 + 0.*I, 4.031339706500603*^-8 + 0.*I, 2.5413893212089537*^-9 + 0.*I, 1.077804512306102*^-10 + 0.*I, 2.3980817331903385*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.12218513890879247 + 0.*I, 0.27504698273819184 + 0.*I, 0.11435551943721478 + 0.*I, 0.18028850520701578 + 0.*I, 0.0691363920735988 + 0.*I, 0.10838601598039956 + 0.*I, 0.03491441546119579 + 0.*I, 0.005722506891214786 + 0.*I, 0.0005840916687871456 + 0.*I, 0.000026065398417429723 + 0.*I, 0.000014514735613424536 + 0.*I, 0.00002241058600915835 + 0.*I, 0.000015227039185106152 + 0.*I, 8.336836221367605*^-6 + 0.*I, 9.492055208504269*^-6 + 0.*I, 8.20780521326725*^-6 + 0.*I, 4.325221203416163*^-6 + 0.*I, 2.3437540130899492*^-6 + 0.*I, 4.288227994919681*^-7 + 0.*I, 4.3103010050060675*^-8 + 0.*I, 2.755196071291266*^-9 + 0.*I, 1.183941833460267*^-10 + 0.*I, 2.997602166487923*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.1281250086222041 + 0.*I, 0.2822996504220132 + 0.*I, 0.11783469924140368 + 0.*I, 0.18040444754658938 + 0.*I, 0.0650760928937899 + 0.*I, 0.10914583461478779 + 0.*I, 0.03587703957221855 + 0.*I, 0.00597222456000246 + 0.*I, 0.0006181348038092338 + 0.*I, 0.00002856762240099897 + 0.*I, 0.00001420188839862391 + 0.*I, 0.000023522840608691812 + 0.*I, 0.000014587438590396573 + 0.*I, 7.888984399073708*^-6 + 0.*I, 9.090067387695912*^-6 + 0.*I, 8.61976319210811*^-6 + 0.*I, 4.3098695945431595*^-6 + 0.*I, 2.422701195214927*^-6 + 0.*I, 4.5143759841437253*^-7 + 0.*I, 4.606000025830781*^-8 + 0.*I, 2.9847901927837484*^-9 + 0.*I, 1.3000711618360583*^-10 + 0.*I, 3.1974423109204512*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.13392801145279964 + 0.*I, 0.2892709029640006 + 0.*I, 0.12104191150841272 + 0.*I, 0.1803096701346041 + 0.*I, 0.06096080430180174 + 0.*I, 0.1098555961182024 + 0.*I, 0.03685123445880123 + 0.*I, 0.006230205001811483 + 0.*I, 0.0006538587802085161 + 0.*I, 0.00003125714980178885 + 0.*I, 0.00001384277859006744 + 0.*I, 0.00002464578459093758 + 0.*I, 0.00001391630040092906 + 0.*I, 7.410080793412988*^-6 + 0.*I, 8.668530404598586*^-6 + 0.*I, 9.034885395386993*^-6 + 0.*I, 4.287858801355071*^-6 + 0.*I, 2.5028777939084534*^-6 + 0.*I, 4.749965976102999*^-7 + 0.*I, 4.9193005224879016*^-8 + 0.*I, 3.231792611302354*^-9 + 0.*I, 1.4279688542728766*^-10 + 0.*I, 3.796962744218035*^-12 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.1395908344281993 + 0.*I, 0.2959546342059971 + 0.*I, 0.12397406643900323 + 0.*I, 0.18000587566060489 + 0.*I, 0.05679418251178792 + 0.*I, 0.11051383204860878 + 0.*I, 0.03783657801261775 + 0.*I, 0.006496603158412384 + 0.*I, 0.0006913295274024734 + 0.*I, 0.00003414525120426504 + 0.*I, 0.000013435135604034087 + 0.*I, 0.000025778151790945006 + 0.*I, 0.000013214181193710317 + 0.*I, 6.9002771940773755*^-6 + 0.*I, 8.227805192717597*^-6 + 0.*I, 9.452646199115122*^-6 + 0.*I, 4.258947394752966*^-6 + 0.*I, 2.5842304074430444*^-6 + 0.*I, 4.995257985029866*^-7 + 0.*I, 5.251059587152441*^-8 + 0.*I, 3.497002687424811*^-9 + 0.*I, 1.5658585539313208*^-10 + 0.*I, 4.39648317751562*^-12 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.14511031589919401 + 0.*I, 0.3023451161439983 + 0.*I, 0.12662847785660516 + 0.*I, 0.17949502477860868 + 0.*I, 0.05257995794158977 + 0.*I, 0.11111910352139544 + 0.*I, 0.03883262526520603 + 0.*I, 0.006771571921793118 + 0.*I, 0.0007306147058017133 + 0.*I, 0.000037243730210967385 + 0.*I, 0.000012976625396454723 + 0.*I, 0.000026918629592032062 + 0.*I, 0.000012481709399381202 + 0.*I, 6.3597888066979635*^-6 + 0.*I, 7.768296805821253*^-6 + 0.*I, 9.872501993690719*^-6 + 0.*I, 4.222896410333021*^-6 + 0.*I, 2.6667023922399835*^-6 + 0.*I, 5.250502033149473*^-7 + 0.*I, 5.6021587369059496*^-8 + 0.*I, 3.7817970977016566*^-9 + 0.*I, 1.713962305416317*^-10 + 0.*I, 4.596323321948148*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.1504834476094008 + 0.*I, 0.30843700243599065 + 0.*I, 0.12900286356560822 + 0.*I, 0.17877933251040368 + 0.*I, 0.048321930873007624 + 0.*I, 0.11167000332401587 + 0.*I, 0.039838908323797106 + 0.*I, 0.007055261880983821 + 0.*I, 0.0007717837121834492 + 0.*I, 0.00004056493978499276 + 0.*I, 0.000012464848997417732 + 0.*I, 0.000028065861013004675 + 0.*I, 0.00001171958579071486 + 0.*I, 5.788895407476958*^-6 + 0.*I, 7.290455394937113*^-6 + 0.*I, 0.000010293890007062602 + 0.*I, 4.179470192156032*^-6 + 0.*I, 2.7502315980143526*^-6 + 0.*I, 5.515966128299965*^-7 + 0.*I, 5.973559424887755*^-8 + 0.*I, 4.087197247315544*^-9 + 0.*I, 1.878053268455915*^-10 + 0.*I, 4.9960036108132044*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.1557073765771855 + 0.*I, 0.3142253314351917 + 0.*I, 0.13109534518440658 + 0.*I, 0.1778612643154043 + 0.*I, 0.0440239670028042 + 0.*I, 0.11216515802281446 + 0.*I, 0.04085493633321225 + 0.*I, 0.007347821067393846 + 0.*I, 0.0008149076857977279 + 0.*I, 0.00004412180121260434 + 0.*I, 0.00001189733980222485 + 0.*I, 0.000029218446195855566 + 0.*I, 0.00001092858419315945 + 0.*I, 5.187940010920045*^-6 + 0.*I, 6.794775786467255*^-6 + 0.*I, 0.000010716231213514506 + 0.*I, 4.128435993067114*^-6 + 0.*I, 2.8347529879013673*^-6 + 0.*I, 5.791898072260437*^-7 + 0.*I, 6.36622088379113*^-8 + 0.*I, 4.4152015377108*^-9 + 0.*I, 2.0539125955565399*^-10 + 0.*I, 6.017408793468349*^-12 + 0.*I, 3.996802888650564*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.1607794068017976 + 0.*I, 0.319705528749803 + 0.*I, 0.13290444745139854 + 0.*I, 0.17674353183119162 + 0.*I, 0.03968999289740705 + 0.*I, 0.11260323004538277 + 0.*I, 0.04188019546700339 + 0.*I, 0.007649394692199607 + 0.*I, 0.0008600595088115172 + 0.*I, 0.00004792782379858807 + 0.*I, 0.000011271562816439486 + 0.*I, 0.000030374945203526238 + 0.*I, 0.000010109551817905071 + 0.*I, 4.557331401144893*^-6 + 0.*I, 6.28179759321057*^-6 + 0.*I, 0.00001113893000059818 + 0.*I, 4.069564019104632*^-6 + 0.*I, 2.9201949969248635*^-6 + 0.*I, 6.078553882460369*^-7 + 0.*I, 6.78114009389219*^-8 + 0.*I, 4.766809169609587*^-9 + 0.*I, 2.247979580261017*^-10 + 0.*I, 6.59472476627343*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.165697000786591 + 0.*I, 0.3248734093239891 + 0.*I, 0.13442909701080197 + 0.*I, 0.17542908829679682 + 0.*I, 0.03532399134860143 + 0.*I, 0.11298291974499718 + 0.*I, 0.04291414894721513 + 0.*I, 0.007960124878203523 + 0.*I, 0.0009073138073967258 + 0.*I, 0.00005199712100889543 + 0.*I, 0.000010584912812916515 + 0.*I, 0.00003153387861942747 + 0.*I, 9.26340859574992*^-6 + 0.*I, 3.897542599773374*^-6 + 0.*I, 5.75210439279772*^-6 + 0.*I, 0.00001156137521274303 + 0.*I, 4.002629383492717*^-6 + 0.*I, 3.0064823963726894*^-6 + 0.*I, 6.376190020418449*^-7 + 0.*I, 7.219318476359149*^-8 + 0.*I, 5.143396819562441*^-9 + 0.*I, 2.4560353750757713*^-10 + 0.*I, 7.394085344003543*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.170457780879385 + 0.*I, 0.3297251790480127 + 0.*I, 0.13566862068319363 + 0.*I, 0.1739211236595928 + 0.*I, 0.030929996644601943 + 0.*I, 0.11330296743581325 + 0.*I, 0.04395623709319008 + 0.*I, 0.008280150388606524 + 0.*I, 0.0009567469489990543 + 0.*I, 0.00005634443058788464 + 0.*I, 9.834712400014213*^-6 + 0.*I, 0.00003269373041181467 + 0.*I, 8.39114620010406*^-6 + 0.*I, 3.209112797719627*^-6 + 0.*I, 5.206324793505246*^-6 + 0.*I, 0.000011982940195665039 + 0.*I, 3.927411995618968*^-6 + 0.*I, 3.0935356054584418*^-6 + 0.*I, 6.685050069066279*^-7 + 0.*I, 7.681859592878482*^-8 + 0.*I, 5.546407777501372*^-9 + 0.*I, 2.682076782889453*^-10 + 0.*I, 7.993605777301129*^-12 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.1750595304311986 + 0.*I, 0.33425743589279305 + 0.*I, 0.13662274322501222 + 0.*I, 0.17222305937840687 + 0.*I, 0.02651208975579245 + 0.*I, 0.11356215540518912 + 0.*I, 0.04500587740199347 + 0.*I, 0.00860960635018504 + 0.*I, 0.0010084370366092443 + 0.*I, 0.00006098513301022734 + 0.*I, 9.018211000189071*^-6 + 0.*I, 0.00003385294899960201 + 0.*I, 7.493828602100906*^-6 + 0.*I, 2.4926464003982574*^-6 + 0.*I, 4.645129414448945*^-6 + 0.*I, 0.000012402983218251507 + 0.*I, 3.843697582439631*^-6 + 0.*I, 3.181270002983183*^-6 + 0.*I, 7.005392044234782*^-7 + 0.*I, 8.169880327812963*^-8 + 0.*I, 5.9783955563830204*^-9 + 0.*I, 2.9301006065907137*^-10 + 0.*I, 9.192646643896296*^-12 + 0.*I, 3.996802888650564*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 6.217248937900878*^-13 + 0.*I, 8.215650382226159*^-13 + 0.*I, 6.217248937900878*^-13 + 0.*I, 6.217248937900878*^-13 + 0.*I, 6.217248937900878*^-13 + 0.*I, 6.217248937900878*^-13 + 0.*I, 6.217248937900878*^-13 + 0.*I, 6.217248937900878*^-13 + 0.*I, 6.217248937900878*^-13 + 0.*I}
{0.1795001947747954 + 0.*I, 0.3384671705733977 + 0.*I, 0.13729158458679613 + 0.*I, 0.17033854293078132 + 0.*I, 0.022074393451787525 + 0.*I, 0.11375930989179218 + 0.*I, 0.0460624646608121 + 0.*I, 0.00894862397320395 + 0.*I, 0.0010624639053880005 + 0.*I, 0.00006593527199783011 + 0.*I, 8.132581208464275*^-6 + 0.*I, 0.00003500995300331766 + 0.*I, 6.572592403664146*^-6 + 0.*I, 1.7488132053600227*^-6 + 0.*I, 4.069234993409054*^-6 + 0.*I, 0.000012820850803230146 + 0.*I, 3.7512760009406065*^-6 + 0.*I, 3.26959479490796*^-6 + 0.*I, 7.337447982536105*^-7 + 0.*I, 8.684462038388575*^-8 + 0.*I, 6.439804245417236*^-9 + 0.*I, 3.196110043290901*^-10 + 0.*I, 9.792167077193882*^-12 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I, 9.99200722162641*^-13 + 0.*I}
{0.18377788201779932 + 0.*I, 0.3423517667469955 + 0.*I, 0.13767565666999995 + 0.*I, 0.16827144203319658 + 0.*I, 0.017621067343198685 + 0.*I, 0.11389330302840063 + 0.*I, 0.047125371085599006 + 0.*I, 0.009297330263202676 + 0.*I, 0.0011189091082108862 + 0.*I, 0.00007121157219458496 + 0.*I, 7.1749183927494195*^-6 + 0.*I, 0.000036163129202293476 + 0.*I, 5.628643795496657*^-6 + 0.*I, 9.783484022918287*^-7 + 0.*I, 3.4793981917857768*^-6 + 0.*I, 0.000013235875195860561 + 0.*I, 3.6499457900518455*^-6 + 0.*I, 3.358416411636256*^-6 + 0.*I, 7.68146413143711*^-7 + 0.*I, 9.226839292608703*^-8 + 0.*I, 6.9336092423100135*^-9 + 0.*I, 3.4861002973229915*^-10 + 0.*I, 1.1013412404281553*^-11 + 0.*I, 5.995204332975846*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I, 7.993605777301128*^-13 + 0.*I}
{0.18789086365800237 + 0.*I, 0.3459090007431831 + 0.*I, 0.13777585959999786 + 0.*I, 0.16602583857918685 + 0.*I, 0.013156302869399283 + 0.*I, 0.11396305475139813 + 0.*I, 0.04819394649620002 + 0.*I, 0.009655847736000924 + 0.*I, 0.001177855907208425 + 0.*I, 0.00007683145879511244 + 0.*I, 6.142237807260643*^-6 + 0.*I, 0.0000373108387963228 + 0.*I, 4.6632596006901395*^-6 + 0.*I, 1.8205199570076047*^-7 + 0.*I, 2.8764200132869178*^-6 + 0.*I, 0.000013647377605785495 + 0.*I, 3.5395105957292117*^-6 + 0.*I, 3.447635199549382*^-6 + 0.*I, 8.037677856620463*^-7 + 0.*I, 9.798220013124137*^-8 + 0.*I, 7.461609108361245*^-9 + 0.*I, 3.8020697701313116*^-10 + 0.*I, 1.2589929099249277*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.1918375750155965 + 0.*I, 0.3491370408319927 + 0.*I, 0.13759347751440834 + 0.*I, 0.1636060223124014 + 0.*I, 0.008684318226204192 + 0.*I, 0.11396753466899058 + 0.*I, 0.04926751852241118 + 0.*I, 0.010024294122801258 + 0.*I, 0.001239389258200774 + 0.*I, 0.00008281307959379092 + 0.*I, 5.031470995398024*^-6 + 0.*I, 0.0000384514192042218 + 0.*I, 3.6777868084314487*^-6 + 0.*I, 6.392115947662093*^-7 + 0.*I, 2.261142206805289*^-6 + 0.*I, 0.000014054669206231551 + 0.*I, 3.419781813285283*^-6 + 0.*I, 3.537145998322444*^-6 + 0.*I, 8.406312090869508*^-7 + 0.*I, 1.0399741068312096*^-7 + 0.*I, 8.024803044293096*^-9 + 0.*I, 4.140021658827209*^-10 + 0.*I, 1.381117442633695*^-11 + 0.*I, 3.996802888650564*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.1956166154855943 + 0.*I, 0.3520344460395952 + 0.*I, 0.1371301738789965 + 0.*I, 0.16101648424020623 + 0.*I, 0.004209353249207126 + 0.*I, 0.11390576388181639 + 0.*I, 0.050345392838591074 + 0.*I, 0.010402782073803962 + 0.*I, 0.0013035957920015662 + 0.*I, 0.00008917532059449229 + 0.*I, 3.839465789745589*^-6 + 0.*I, 0.0000395831859956175 + 0.*I, 2.6736387992443156*^-6 + 0.*I, 1.4845142004560332*^-6 + 0.*I, 1.6344464004447445*^-6 + 0.*I, 0.000014457050401261995 + 0.*I, 3.2905795865900704*^-6 + 0.*I, 3.626839806258886*^-6 + 0.*I, 8.78759398581508*^-7 + 0.*I, 1.1032779134723114*^-7 + 0.*I, 8.625988812127616*^-9 + 0.*I, 4.505951167743661*^-10 + 0.*I, 1.538769112130467*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I}
{0.19922674861321268 + 0.*I, 0.3546001645063912 + 0.*I, 0.13638798634199034 + 0.*I, 0.15826190979619792 + 0.*I, 0.0002643357420062387 + 0.*I, 0.11377681676398854 + 0.*I, 0.05142685343579867 + 0.*I, 0.010791418861000324 + 0.*I, 0.00137056379438949 + 0.*I, 0.00009593782959171905 + 0.*I, 2.5629812050453893*^-6 + 0.*I, 0.00004070443759829345 + 0.*I, 1.652296610643589*^-6 + 0.*I, 2.3528637926872875*^-6 + 0.*I, 9.972551895387483*^-7 + 0.*I, 0.00001485381357912985 + 0.*I, 3.151732208550584*^-6 + 0.*I, 3.716601604253356*^-6 + 0.*I, 9.181742033348429*^-7 + 0.*I, 1.1698682023109086*^-7 + 0.*I, 9.26798637834736*^-9 + 0.*I, 4.905853501213642*^-10 + 0.*I, 1.70086167372574*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.20266690198900153 + 0.*I, 0.3568335314024118 + 0.*I, 0.1353693211350038 + 0.*I, 0.15534717176639568 + 0.*I, 0.004732481133795653 + 0.*I, 0.11357982269140089 + 0.*I, 0.05251116292339653 + 0.*I, 0.011190306076591662 + 0.*I, 0.0014403831842146888 + 0.*I, 0.00010312103360110571 + 0.*I, 1.1986865944280112*^-6 + 0.*I, 0.000041813457585249125 + 0.*I, 6.153072051873211*^-7 + 0.*I, 3.243206192493631*^-6 + 0.*I, 3.5052880598129837*^-7 + 0.*I, 0.000015244242801415455 + 0.*I, 3.0030767872446518*^-6 + 0.*I, 3.806311799081641*^-6 + 0.*I, 9.588966065621207*^-7 + 0.*I, 1.239869984459574*^-7 + 0.*I, 9.95219462396335*^-9 + 0.*I, 5.334177544114027*^-10 + 0.*I, 1.8807178037150152*^-11 + 0.*I, 0. + 0.*I, 5.995204332975846*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 5.995204332975846*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
{0.2059361669701998 + 0.*I, 0.35873426639798645 + 0.*I, 0.13407694702958217 + 0.*I, 0.15227732298739305 + 0.*I, 0.009190809234782549 + 0.*I, 0.11331396771960822 + 0.*I, 0.053597562865004285 + 0.*I, 0.011599539327589172 + 0.*I, 0.0015131454857986173 + 0.*I, 0.00011074615982042957 + 0.*I, 2.568425916393835*^-7 + 0.*I, 0.00004290851900456971 + 0.*I, 4.357201932592148*^-7 + 0.*I, 4.154426402891431*^-6 + 0.*I, 3.047346153195463*^-7 + 0.*I, 0.0000156276162011082 + 0.*I, 2.8444604005528618*^-6 + 0.*I, 3.895845601675774*^-6 + 0.*I, 1.0009465922777851*^-6 + 0.*I, 1.313436026606496*^-7 + 0.*I, 1.0681389106537155*^-8 + 0.*I, 5.796030322358093*^-10 + 0.*I, 2.0805579481475437*^-11 + 0.*I, 1.998401444325282*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I, 3.996802888650564*^-13 + 0.*I}
